smiles
-666
-666
-666
-666
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CN\C(NCCSCc1nc[nH]c1C)=N/C#N
CCN(CC)C(=O)c1cccc(C)c1
CCN(CC)C(=O)c1cccc(C)c1
CCN(CC)C(=O)c1cccc(C)c1
CCN(CC)C(=O)c1cccc(C)c1
CCN(CC)C(=O)c1cccc(C)c1
CCN(CC)C(=O)c1cccc(C)c1
-666
-666
-666
-666
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
OC(=O)COc1cc(Cl)c(Cl)cc1Cl
Cc1ncc(n1CCO)[N+]([O-])=O
Cc1ncc(n1CCO)[N+]([O-])=O
Cc1ncc(n1CCO)[N+]([O-])=O
Cc1ncc(n1CCO)[N+]([O-])=O
Cc1ncc(n1CCO)[N+]([O-])=O
Cc1ncc(n1CCO)[N+]([O-])=O
COc1ccc(N)c(OC)c1
COc1ccc(N)c(OC)c1
COc1ccc(N)c(OC)c1
COc1ccc(N)c(OC)c1
COc1ccc(N)c(OC)c1
COc1ccc(N)c(OC)c1
OCc1ccccc1
OCc1ccccc1
OCc1ccccc1
OCc1ccccc1
OCc1ccccc1
OCc1ccccc1
CC(Cl)(Cl)Cl
CC(Cl)(Cl)Cl
CC(Cl)(Cl)Cl
CC(Cl)(Cl)Cl
CC(Cl)(Cl)Cl
CC(Cl)(Cl)Cl
ClC(Cl)Br
ClC(Cl)Br
ClC(Cl)Br
ClC(Cl)Br
ClC(Cl)Br
ClC(Cl)Br
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
CCCC=C(CC)C=O
CCCC=C(CC)C=O
CCCC=C(CC)C=O
CCCC=C(CC)C=O
CCCC=C(CC)C=O
Cc1ccccc1[N+][O-]
Cc1ccccc1[N+][O-]
Cc1ccccc1[N+][O-]
Cc1ccccc1[N+][O-]
Cc1ccccc1[N+][O-]
Cc1ccccc1[N+][O-]
CC(C)=CCC\C(C)=C\C=O
CC(C)=CCC\C(C)=C\C=O
CC(C)=CCC\C(C)=C\C=O
CC(C)=CCC\C(C)=C\C=O
CC(C)=CCC\C(C)=C\C=O
CC(C)=CCC\C(C)=C\C=O
CC(C)N.OC(=O)CNCP(O)(O)=O
CC(C)N.OC(=O)CNCP(O)(O)=O
CC(C)N.OC(=O)CNCP(O)(O)=O
CC(C)N.OC(=O)CNCP(O)(O)=O
CC(C)N.OC(=O)CNCP(O)(O)=O
CC(C)N.OC(=O)CNCP(O)(O)=O
-666
-666
-666
-666
-666
-666
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
N(c1ccccc1)c1ccc(Nc2ccccc2)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
CCCCCl
CCCCCl
CCCCCl
CCCCCl
CCCCCl
CCCCCl
-666
-666
-666
-666
-666
-666
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
Cc1ccc(cc1)C(=C\CN1CCCC1)\c1ccccn1
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
